"predator_class","predator_name","num_stb_killed"
"PRIEST","Fire Elemental",1
"SHAMAN","Questing Adventurer",1
"SHAMAN","Dreadsteed",1
"SHAMAN","Twisted Worgen",1
"ROGUE","Teapot",1
"ROGUE","Light's Champion",1
"HUNTER","Southsea Captain",1
"WARRIOR","Possessed Villager",1
"PRIEST","Sapling",1
"SHAMAN","Spawn of Shadows",1
"MAGE","Fist of Jaraxxus",1
"ROGUE","Arcane Golem",1
"MAGE","Mysterious Challenger",1
"DRUID","Defender",1
"HUNTER","Slime",1
"DRUID","Mayor Noggenfogger",1
"HUNTER","Celestial Dreamer",1
"WARLOCK","Hyena",1
"HUNTER","Thrall",1
"ROGUE","Stonetusk Boar",1
"WARLOCK","Reliquary Seeker",1
"WARRIOR","Enchanted Raven",1
"WARLOCK","Jeweled Scarab",1
"WARLOCK","Patient Assassin",1
"MAGE","Hogger",1
"ROGUE","Soggoth the Slitherer",1
"DRUID","Ooze",1
"DRUID","Spellbender",1
"PRIEST","Aldor Peacekeeper",1
"PRIEST","Boar",1
"PRIEST","Golden Monkey",1
"MAGE","Priestess of Elune",1
"WARLOCK","Moroes",1
"ROGUE","Grimestreet Protector",1
"WARLOCK","Raza the Chained",1
"DRUID","Void Crusher",1
"PALADIN","Nexus-Champion Saraad",1
"WARLOCK","Luckydo Buccaneer",1
"MAGE","Ysera",1
"DRUID","Oasis Snapjaw",1
"SHAMAN","Jungle Panther",1
"PRIEST","Possessed Villager",1
"HUNTER","N'Zoth, the Corruptor",1
"PALADIN","Snake",1
"PRIEST","Spawn of Shadows",1
"PRIEST","Pint-Sized Summoner",1
"SHAMAN","Princess Huhuran",1
"DRUID","Auctionmaster Beardo",1
"MAGE","Gadgetzan Socialite",1
"PALADIN","Swashburglar",1
"WARRIOR","Doomcaller",1
"WARLOCK","Shaku, the Collector",1
"DRUID","Cyclopian Horror",1
"DRUID","Jeweled Scarab",1
"WARLOCK","Bash",1
"WARRIOR","Flamewreathed Faceless",1
"SHAMAN","Trogg Beastrager",1
"PRIEST","Ancient Mage",1
"DRUID","Mastiff",1
"SHAMAN","Validated Doomsayer",1
"HUNTER","Ironbeak Owl",1
"SHAMAN","Kooky Chemist",1
"WARLOCK","Brave Archer",1
"WARRIOR","Grand Crusader",1
"WARLOCK","Medivh, the Guardian",1
"HUNTER","Valeera Sanguinar",1
"SHAMAN","Street Trickster",1
"WARRIOR","Wildwalker",1
"MAGE","Raging Worgen",1
"MAGE","Murloc Knight",1
"PRIEST","Moat Lurker",1
"PRIEST","Master Jouster",1
"WARLOCK","Southsea Squidface",1
"WARLOCK","Forked Lightning",1
"HUNTER","Venture Co. Mercenary",1
"MAGE","Faceless Shambler",1
"WARRIOR","N'Zoth, the Corruptor",1
"WARLOCK","Wrathion",1
"WARRIOR","Princess Huhuran",1
"PRIEST","Doomcaller",1
"HUNTER","Zoobot",1
"SHAMAN","Twilight Elder",1
"DRUID","Lightwarden",1
"WARLOCK","Slime",1
"PRIEST","Webspinner",1
"HUNTER","Steward",1
"ROGUE","Void Terror",1
"PALADIN","War Golem",1
"WARRIOR","Malygos",1
"PRIEST","Demolisher",1
"DRUID","Stormwind Knight",1
"MAGE","Coliseum Manager",1
"DRUID","Buccaneer",1
"WARLOCK","Kodorider",1
"HUNTER","Blackwing Technician",1
"SHAMAN","Ironbark Protector",1
"WARRIOR","Doppelgangster",1
"SHAMAN","Acidmaw",1
"MAGE","Malchezaar's Imp",1
"PALADIN","Corrupted Healbot",1
"PRIEST","Shiv",1
"MAGE","Sparring Partner",1
"HUNTER","Tirion Fordring",1
"SHAMAN","Ancient Mage",1
"SHAMAN","Undercity Valiant",1
"WARRIOR","Zoobot",1
"MAGE","Teapot",1
"PALADIN","Tanaris Hogchopper",1
"ROGUE","Coliseum Manager",1
"SHAMAN","Animated Armor",1
"WARLOCK","Leatherclad Hogleader",1
"ROGUE","Ancient Shieldbearer",1
"ROGUE","Dreadscale",1
"SHAMAN","Murloc Knight",1
"MAGE","Crazed Alchemist",1
"PALADIN","Mogu'shan Warden",1
"PRIEST","Nat, the Darkfisher",1
"PRIEST","Gnoll",1
"WARLOCK","Northshire Cleric",1
"WARRIOR","Dragon Consort",1
"WARRIOR","Ethereal Arcanist",1
"ROGUE","Cabal Shadow Priest",1
"PRIEST","Virmen Sensei",1
"HUNTER","Morgl the Oracle",1
"PALADIN","Fiery Bat",1
"WARLOCK","Kirin Tor Mage",1
"MAGE","Silver Hand Recruit",1
"PRIEST","Infested Wolf",1
"WARRIOR","Hungry Dragon",1
"ROGUE","Wrathion",1
"MAGE","Nightbane Templar",1
"HUNTER","Argent Commander",1
"WARLOCK","Shifting Shade",1
"ROGUE","Malchezaar's Imp",1
"HUNTER","Sea Giant",1
"DRUID","Summoning Stone",1
"ROGUE","Demented Frostcaller",1
"WARLOCK","Netherspite Historian",1
"SHAMAN","Prince Malchezaar",1
"PRIEST","Jungle Panther",1
"PRIEST","Arcane Golem",1
"ROGUE","Fjola Lightbane",1
"SHAMAN","Grook Fu Master",1
"ROGUE","Kabal Songstealer",1
"WARRIOR","Steward",1
"HUNTER","Bilefin Tidehunter",1
"DRUID","Timber Wolf",1
"WARLOCK","Obsidian Destroyer",1
"PRIEST","Medivh's Valet",1
"SHAMAN","Silithid Swarmer",1
"MAGE","Darkshire Councilman",1
"WARLOCK","Street Trickster",1
"WARRIOR","Friendly Bartender",1
"ROGUE","Keeper of Uldaman",1
"DRUID","Shaky Zipgunner",1
"WARRIOR","Pit Lord",1
"SHAMAN","Grommash Hellscream",1
"WARLOCK","Darkshire Alchemist",1
"MAGE","Dust Devil",1
"WARLOCK","Infested Wolf",1
"WARLOCK","Am'gam Rager",1
"PALADIN","Saboteur",1
"PALADIN","Patient Assassin",1
"WARLOCK","Swashburglar",1
"DRUID","The Black Knight",1
"PRIEST","Leper Gnome",1
"WARLOCK","Webspinner",1
"HUNTER","Oasis Snapjaw",1
"PRIEST","Murloc Razorgill",1
"HUNTER","Nat, the Darkfisher",1
"DRUID","Dragonhawk Rider",1
"MAGE","Temple Enforcer",1
"MAGE","Nerubian Prophet",1
"PRIEST","Shady Dealer",1
"WARLOCK","Blood Knight",1
"PALADIN","Twisted Worgen",1
"DRUID","Twilight Geomancer",1
"ROGUE","Aldor Peacekeeper",1
"DRUID","Ogre Magi",1
"DRUID","Magnataur Alpha",1
"MAGE","Jade Golem",1
"SHAMAN","Sabertooth Lion",1
"ROGUE","Crazed Alchemist",1
"WARLOCK","Revenge",1
"DRUID","Argent Watchman",1
"WARRIOR","Shaku, the Collector",1
"ROGUE","Celestial Dreamer",1
"ROGUE","Steward",1
"WARRIOR","Kobold Geomancer",1
"ROGUE","Auchenai Soulpriest",1
"HUNTER","Daring Reporter",1
"PALADIN","Dispatch Kodo",1
"MAGE","Drakonid Crusher",1
"MAGE","Druid of the Saber",1
"MAGE","Silverware Golem",1
"PALADIN","Oasis Snapjaw",1
"DRUID","Medivh's Valet",1
"HUNTER","Genzo, the Shark",1
"PRIEST","Fight Promoter",1
"DRUID","Baine Bloodhoof",1
"SHAMAN","Defias Ringleader",1
"SHAMAN","Void Terror",1
"WARLOCK","Hooded Acolyte",1
"WARLOCK","Hired Gun",1
"WARRIOR","Faceless Shambler",1
"WARLOCK","Pantry Spider",1
"WARLOCK","Jade Golem",1
"DRUID","Raza the Chained",1
"PRIEST","Magnataur Alpha",1
"WARLOCK","Wicked Witchdoctor",1
"WARRIOR","Tauren Warrior",1
"WARRIOR","Angry Chicken",1
"WARLOCK","Guardian of Kings",1
"WARLOCK","Mounted Raptor",1
"DRUID","Dragonling Mechanic",1
"DRUID","Shadowcaster",1
"PALADIN","Sleep with the Fishes",1
"PALADIN","Frothing Berserker",1
"HUNTER","Hallazeal the Ascended",1
"WARRIOR","Imp Master",1
"MAGE","Master of Disguise",1
"PALADIN","Duskboar",1
"SHAMAN","Shadowcaster",1
"HUNTER","Doppelgangster",1
"HUNTER","Forlorn Stalker",1
"DRUID","Aldor Peacekeeper",1
"WARRIOR","Eater of Secrets",1
"PALADIN","Fearsome Doomguard",1
"MAGE","Jungle Panther",1
"SHAMAN","Druid of the Flame",1
"PALADIN","Questing Adventurer",1
"HUNTER","Stonetusk Boar",1
"WARRIOR","Squirming Tentacle",1
"SHAMAN","Y'Shaarj, Rage Unbound",1
"MAGE","Ravenholdt Assassin",1
"PALADIN","Violet Illusionist",1
"MAGE","Auchenai Soulpriest",1
"SHAMAN","Doomcaller",1
"MAGE","Twin Emperor Vek'lor",1
"DRUID","Warhorse Trainer",1
"PALADIN","Bog Creeper",1
"DRUID","Psych-o-Tron",1
"WARRIOR","Fallen Hero",1
"SHAMAN","Wolfrider",1
"WARLOCK","Mana Addict",1
"HUNTER","Auctionmaster Beardo",1
"WARRIOR","Fencing Coach",1
"WARRIOR","Kirin Tor Mage",1
"MAGE","Eater of Secrets",1
"WARRIOR","Oasis Snapjaw",1
"SHAMAN","Fossilized Devilsaur",1
"ROGUE","Cloaked Huntress",1
"SHAMAN","Coldlight Oracle",1
"PRIEST","Maiden of the Lake",1
"HUNTER","Earth Elemental",1
"MAGE","Backstreet Leper",1
"ROGUE","Tirion Fordring",1
"MAGE","Doomsayer",1
"MAGE","Flametongue Totem",1
"HUNTER","Frothing Berserker",1
"PRIEST","Jade Golem",1
"PRIEST","Herald Volazj",1
"SHAMAN","Medivh's Valet",1
"SHAMAN","Arathi Weaponsmith",1
"ROGUE","Bloodfen Raptor",1
"DRUID","Polluted Hoarder",1
"HUNTER","Crazed Worshipper",1
"ROGUE","Temple Enforcer",1
"HUNTER","Violet Teacher",1
"SHAMAN","Shadow Sensei",1
"WARLOCK","Dragonhawk Rider",1
"PRIEST","Orgrimmar Aspirant",1
"WARLOCK","Fiery Bat",1
"WARRIOR","Priestess of Elune",1
"PRIEST","Secretkeeper",1
"PRIEST","Big Game Hunter",1
"DRUID","Fencing Coach",1
"PRIEST","Unlicensed Apothecary",1
"MAGE","Frost Elemental",1
"PRIEST","Ethereal Conjurer",1
"MAGE","Museum Curator",1
"PALADIN","Blubber Baron",1
"PRIEST","Shadow Rager",1
"PRIEST","Anubisath Sentinel",1
"ROGUE","Doomguard",1
"MAGE","King's Elekk",1
"WARLOCK","Anubisath Sentinel",1
"PALADIN","Medivh's Valet",1
"DRUID","Medivh, the Guardian",1
"WARLOCK","Violet Apprentice",1
"PALADIN","Undercity Valiant",1
"HUNTER","Brave Archer",1
"MAGE","Don Han'Cho",1
"DRUID","Druid of the Saber",1
"DRUID","Kor'kron Elite",1
"DRUID","Reliquary Seeker",1
"PRIEST","Duskboar",1
"DRUID","Doomsayer",1
"PRIEST","Hired Gun",1
"SHAMAN","Stranglethorn Tiger",1
"WARLOCK","Axe Flinger",1
"DRUID","Hungry Crab",1
"WARLOCK","Doppelgangster",1
"WARRIOR","Lord Jaraxxus",1
"ROGUE","Mana Wyrm",1
"SHAMAN","Ancient Brewmaster",1
"WARLOCK","Shady Dealer",1
"PRIEST","Shifter Zerus",1
"MAGE","Stablemaster",1
"PRIEST","Kooky Chemist",1
"PRIEST","Reliquary Seeker",1
"WARRIOR","Void Terror",1
"PRIEST","Windspeaker",1
"WARRIOR","Argent Protector",1
"PALADIN","Jinyu Waterspeaker",1
"DRUID","Northshire Cleric",1
"PALADIN","Master Jouster",1
"DRUID","Darkspeaker",1
"DRUID","Fire Elemental",1
"MAGE","Ironbeak Owl",1
"SHAMAN","Hobart Grapplehammer",1
"WARRIOR","Gadgetzan Auctioneer",1
"HUNTER","Netherspite Historian",1
"WARRIOR","Armored Warhorse",1
"PRIEST","Darkshire Councilman",1
"PRIEST","Darkscale Healer",1
"WARLOCK","Spellslinger",1
"DRUID","Venture Co. Mercenary",1
"WARLOCK","Draenei Totemcarver",1
"MAGE","Prophet Velen",1
"WARRIOR","Fel Orc Soulfiend",1
"WARRIOR","Selfless Hero",1
"MAGE","Friendly Bartender",1
"MAGE","Forked Lightning",1
"MAGE","Eadric the Pure",1
"WARRIOR","Chromaggus",1
"SHAMAN","King Mukla",1
"DRUID","Lowly Squire",1
"DRUID","Avian Watcher",1
"PRIEST","Luckydo Buccaneer",1
"SHAMAN","Rat",1
"SHAMAN","Faceless Shambler",1
"PRIEST","Cutpurse",1
"MAGE","Void Crusher",1
"PRIEST","Millhouse Manastorm",1
"PALADIN","Ysera",1
"SHAMAN","Spiked Hogrider",1
"WARRIOR","Arcane Anomaly",1
"PRIEST","Backroom Bouncer",1
"DRUID","Darkscale Healer",1
"WARRIOR","Ancient Shade",1
"WARLOCK","Violet Teacher",1
"DRUID","Ancient Mage",1
"WARLOCK","Warsong Commander",1
"PRIEST","Bilefin Tidehunter",1
"WARLOCK","Midnight Drake",1
"PRIEST","Sheep",1
"PRIEST","Ethereal Arcanist",1
"WARLOCK","Archmage Antonidas",1
"SHAMAN","Mire Keeper",1
"WARRIOR","Succubus",1
"PRIEST","Grimestreet Pawnbroker",1
"SHAMAN","Darkspeaker",1
"SHAMAN","Axe Flinger",1
"HUNTER","Hellfire",1
"PRIEST","Southsea Squidface",1
"DRUID","Evolved Kobold",1
"WARLOCK","Grimestreet Smuggler",1
"WARRIOR","Injured Blademaster",1
"PALADIN","King Mukla",1
"WARRIOR","Frostwolf Grunt",1
"WARRIOR","Mukla, Tyrant of the Vale",1
"MAGE","Lord of the Arena",1
"PRIEST","Sparring Partner",1
"WARLOCK","Steward",1
"ROGUE","Eadric the Pure",1
"SHAMAN","Chillwind Yeti",1
"PRIEST","Mogu'shan Warden",1
"DRUID","Malchezaar's Imp",1
"WARLOCK","Zoobot",1
"ROGUE","Violet Illusionist",1
"WARRIOR","Nozdormu",1
"ROGUE","Brave Archer",1
"PRIEST","Knuckles",1
"ROGUE","Angry Chicken",1
"WARLOCK","Coliseum Manager",1
"PALADIN","Whelp",1
"WARLOCK","Rumbling Elemental",1
"ROGUE","Pint-Sized Summoner",1
"SHAMAN","Bomb Squad",1
"HUNTER","Malygos",1
"PALADIN","Bloodhoof Brave",1
"PRIEST","Eldritch Horror",1
"ROGUE","Aberrant Berserker",1
"WARRIOR","Jade Golem",1
"MAGE","Defender of Argus",1
"PALADIN","Orgrimmar Aspirant",1
"ROGUE","Nat, the Darkfisher",1
"WARRIOR","Lance Carrier",1
"DRUID","Hozen Healer",1
"WARRIOR","Emperor Cobra",1
"WARLOCK","Mire Keeper",1
"DRUID","Wickerflame Burnbristle",1
"SHAMAN","The Mistcaller",1
"ROGUE","Medivh's Valet",1
"WARLOCK","Sheep",1
"MAGE","Brave Archer",1
"MAGE","Master Jouster",1
"MAGE","Luckydo Buccaneer",1
"MAGE","Magma Rager",1
"DRUID","White Eyes",1
"SHAMAN","Twilight Elemental",1
"WARRIOR","Virmen Sensei",1
"ROGUE","Dispatch Kodo",1
"MAGE","Wilfred Fizzlebang",1
"DRUID","Jade Golem",1
"WARRIOR","Cutpurse",1
"DRUID","Shaku, the Collector",1
"DRUID","Thrallmar Farseer",1
"MAGE","Ancient Mage",1
"PRIEST","Steward",1
"SHAMAN","Shadow Rager",1
"DRUID","Nat, the Darkfisher",1
"PRIEST","Novice Engineer",1
"WARRIOR","Guardian of Kings",1
"WARRIOR","Pompous Thespian",1
"WARRIOR","Sheep",1
"ROGUE","Klaxxi Amber-Weaver",1
"MAGE","Sunfury Protector",1
"SHAMAN","Windspeaker",1
"DRUID","Backroom Bouncer",1
"WARRIOR","Hozen Healer",1
"PALADIN","Daring Reporter",1
"WARLOCK","Master of Disguise",1
"ROGUE","Midnight Drake",1
"DRUID","Hungry Dragon",1
"MAGE","Fjola Lightbane",1
"PRIEST","Earth Elemental",1
"PALADIN","Murloc Raider",1
"MAGE","Bilefin Tidehunter",1
"WARRIOR","Twilight Geomancer",1
"PRIEST","Brave Archer",1
"ROGUE","Ancient Harbinger",1
"DRUID","Laughing Sister",1
"PRIEST","Krul the Unshackled",1
"SHAMAN","Malkorok",1
"PALADIN","Scavenging Hyena",1
"DRUID","Auchenai Soulpriest",1
"WARLOCK","Seadevil Stinger",1
"SHAMAN","Shadow Strike",1
"ROGUE","Argent Protector",1
"MAGE","Murloc Raider",1
"SHAMAN","Edwin VanCleef",1
"MAGE","Hungry Crab",1
"SHAMAN","Ancient of Lore",1
"MAGE","Tinkmaster Overspark",1
"ROGUE","Houndmaster",1
"WARLOCK","Ethereal Conjurer",1
"ROGUE","Raza the Chained",1
"MAGE","Rumbling Elemental",1
"PRIEST","Eadric the Pure",1
"SHAMAN","Master of Ceremonies",1
"MAGE","Hooded Acolyte",1
"SHAMAN","Fallen Hero",1
"PRIEST","Friendly Bartender",1
"SHAMAN","Magnataur Alpha",1
"DRUID","Fight Promoter",1
"ROGUE","Book Wyrm",1
"SHAMAN","Recruiter",1
"DRUID","Fierce Monkey",1
"WARLOCK","Stranglethorn Tiger",1
"ROGUE","Succubus",1
"ROGUE","Kazakus",1
"HUNTER","Flametongue Totem",1
"PRIEST","Shattered Sun Cleric",1
"PRIEST","Temple Enforcer",1
"SHAMAN","Dark Iron Dwarf",1
"WARLOCK","Windspeaker",1
"SHAMAN","Psych-o-Tron",1
"WARRIOR","Silithid Swarmer",1
"SHAMAN","Kodorider",1
"PRIEST","Spellslinger",1
"ROGUE","Tomb Spider",1
"MAGE","Bloodsail Corsair",1
"PALADIN","Wyrmrest Agent",1
"WARLOCK","Mana Geode",1
"HUNTER","Novice Engineer",1
